ordem,html,tipo,titulo,caminho,url_origem,descricao,imagens_base,marcadores,rotulos,uso_no_produto,rota_sugerida
326,03_tecidos/03_tecido-conjuntivo/02_tecido-conjuntivo/02_celulas/14_cells-14/index.html,página de lâmina,Macrophage,Tecidos > Tecido Conjuntivo > Tecido Conjuntivo Propriamente Dito > Células > Cells 14,https://digitalhistology.org/tissues/connective/connective-tissue-proper/cells/cells-14/,"The macrophage nucleus has a prominent indentation, reflective of its origin from monocytes. The accumulations of heterochromatin are mostly located just beneath the nuclear envelope, a distribution referred to as marginated. Prominent folding and ruffling of the processes is also typically seen. Numerous heterogeneous lysosomes are also visible. 7000x",1,4,Nuclear indentation | Marginal heterochromatin | Folds and processes | Lysosomes,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/tecido-conjuntivo/tecido-conjuntivo/celulas/cells-14
327,03_tecidos/03_tecido-conjuntivo/02_tecido-conjuntivo/02_celulas/15_cells-15/index.html,página de lâmina,Mast cell,Tecidos > Tecido Conjuntivo > Tecido Conjuntivo Propriamente Dito > Células > Cells 15,https://digitalhistology.org/tissues/connective/connective-tissue-proper/cells/cells-15/,"Mast cells are produced in the bone marrow, enter the circulation and then become fixed, resident cells in connective tissue. These cells are spherical to oval-shaped with a centrally-located, spherical nucleus. Their cytoplasm is filled with numerous granules that contain mediators of the inflammatory response. Two major classes of mast cells are recognized, connective tissue mast cells which are located throughout the body and mucosal mast cells that a present in the respiratory and digestive systems. Masts cells are related, but not identical, to basophils. 1000x",1,3,Connective tissue mast cells | Mucosal mast cells | Granules,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/tecido-conjuntivo/tecido-conjuntivo/celulas/cells-15
328,03_tecidos/03_tecido-conjuntivo/02_tecido-conjuntivo/02_celulas/16_cells-16/index.html,página de lâmina,Mast cell,Tecidos > Tecido Conjuntivo > Tecido Conjuntivo Propriamente Dito > Células > Cells 16,https://digitalhistology.org/tissues/connective/connective-tissue-proper/cells/cells-16/,"Mast cells are spherical to oval-shaped with a centrally-located, spherical nucleus. Their cytoplasm is filled with numerous granules that contain heparin, histamine and protease enzymes that function in the inflammatory response. Shown here are connective tissue mast cells that are located in a loose connective tissue. Toluidine blue 1000x",1,5,Mast cells | Metachromatic granules | Blood vessel | Adipocyte | Collagen fibers,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/tecido-conjuntivo/tecido-conjuntivo/celulas/cells-16
329,03_tecidos/03_tecido-conjuntivo/02_tecido-conjuntivo/02_celulas/17_cells-17/index.html,página de lâmina,Macrophage and Mast cell,Tecidos > Tecido Conjuntivo > Tecido Conjuntivo Propriamente Dito > Células > Cells 17,https://digitalhistology.org/tissues/connective/connective-tissue-proper/cells/cells-17/,"This electron micrograph shows two macrophages with indented nuclei and ruffled plasma membranes. The mast cell seen here contains numerous electron-dense, secretory granules throughout its cytoplasm. Its spherical, central nucleus shows moderate, peripheral heterochromatin. 7000x",1,5,Macrophages | Mast cell | Mast cell granules | Collagen fibrils | Ground substance,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/tecido-conjuntivo/tecido-conjuntivo/celulas/cells-17
330,03_tecidos/03_tecido-conjuntivo/02_tecido-conjuntivo/02_celulas/18_cells-18/index.html,página de lâmina,Mast cell,Tecidos > Tecido Conjuntivo > Tecido Conjuntivo Propriamente Dito > Células > Cells 18,https://digitalhistology.org/tissues/connective/connective-tissue-proper/cells/cells-18/,"This electron micrograph shows a mast cell in loose connective tissue. The centrally located nucleus is surrounded by numerous secretory granules that contain histamine, heparin and other chemical mediators of the immune response including enzyme proteases. Bundles of collagen fibrils are also visible. 8,000x",1,4,Nucleus | Secretory granules | Collagen fibrils | Ground substance,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/tecido-conjuntivo/tecido-conjuntivo/celulas/cells-18
331,03_tecidos/03_tecido-conjuntivo/02_tecido-conjuntivo/02_celulas/19_cells-19/index.html,página de lâmina,Lymphocyte,Tecidos > Tecido Conjuntivo > Tecido Conjuntivo Propriamente Dito > Células > Cells 19,https://digitalhistology.org/tissues/connective/connective-tissue-proper/cells/cells-19/,"Lymphocytes are small, spherical cells with rounded, highly heterochromatic nuclei and minimal cytoplasm. Lymphocytes are agranular white blood cells transported via the blood, but are active only after entering connective tissue. Lymphocytes function in the immune response and are classified as either T or B lymphocytes. B lymphocytes differentiate into plasma cells that produce antibodies. B and T lymphocytes can only be distinguished with immunohistochemical staining methods. 1000x, 7000x",1,6,Light microscopy | Lymphocytes | Mammary glands | Electron microscopy | Lymphocyte | Nucleus,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/tecido-conjuntivo/tecido-conjuntivo/celulas/cells-19
332,03_tecidos/03_tecido-conjuntivo/02_tecido-conjuntivo/02_celulas/20_cells-20/index.html,página de lâmina,Plasma cell,Tecidos > Tecido Conjuntivo > Tecido Conjuntivo Propriamente Dito > Células > Cells 20,https://digitalhistology.org/tissues/connective/connective-tissue-proper/cells/cells-20/,"Plasma cells differentiate from migratory B lymphocytes and reside in connective tissues. When located in mucosal connective tissue (lamina propria), as seen in this image, plasma cells mostly secrete IgA antibodies. In other regions of the body, plasma cells secrete IgG antibodies. Plasma cells are considered to have limited migratory ability. 400x, 1000x",1,11,Left panel | Plasma cells | Negative Golgi image | Mast cell | Intestinal glands | Right panel | Rough endoplasmic reticulum | Eosinophil,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/tecido-conjuntivo/tecido-conjuntivo/celulas/cells-20
333,03_tecidos/03_tecido-conjuntivo/02_tecido-conjuntivo/02_celulas/21_cells-21/index.html,página de lâmina,Plasma cell,Tecidos > Tecido Conjuntivo > Tecido Conjuntivo Propriamente Dito > Células > Cells 21,https://digitalhistology.org/tissues/connective/connective-tissue-proper/cells/cells-21/,"Plasma cells have distinctive features that are clearly seen in this electron micrograph: a prominent Golgi; well developed rough endoplasmic reticulum; and a nucleus with large clumps of heterochromatin at the margin of the nucleus (clock-face nucleus). Compare these features with the high magnification light microscopic inset. Plasma cells are derived from B lymphocytes and produce antibodies. 8,000x",1,4,Rough endoplasmic reticulum | Golgi apparatus | Clockface chromatin | Nucleolus,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/tecido-conjuntivo/tecido-conjuntivo/celulas/cells-21
334,03_tecidos/03_tecido-conjuntivo/02_tecido-conjuntivo/02_celulas/22_cells-22/index.html,página de lâmina,Plasma cell,Tecidos > Tecido Conjuntivo > Tecido Conjuntivo Propriamente Dito > Células > Cells 22,https://digitalhistology.org/tissues/connective/connective-tissue-proper/cells/cells-22/,"This very active plasma cell displays a characteristic nucleus containing peripherally located, coarsely clumped chromatin. Though not clearly visible in this image, the Golgi apparatus is present in the region of cytoplasm that is mostly devoid of rough endoplasmic reticulum. The widely distended cisternae of the rough endoplasmic reticulum indicate active protein synthesis. 10,000x",1,4,Nucleus | Peripheral chromatin | Rough endoplasmic reticulum | Golgi,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/tecido-conjuntivo/tecido-conjuntivo/celulas/cells-22
335,03_tecidos/03_tecido-conjuntivo/02_tecido-conjuntivo/02_celulas/23_cells-23/index.html,página de lâmina,Neutrophil,Tecidos > Tecido Conjuntivo > Tecido Conjuntivo Propriamente Dito > Células > Cells 23,https://digitalhistology.org/tissues/connective/connective-tissue-proper/cells/cells-23/,"Neutrophils, or polymorphonuclear (PMN) leukocytes, are highly motile, phagocytic white blood cells that migrate from the blood to sites of tissue damage and infection. Each cell has a distinctive, 3-5 lobed nucleus. Neutrophils, along with eosinophils and basophils, are classified as granular leukocytes because of their characteristic cytoplasmic granules. Neutrophil granules are not visible with routine hematoxylin and eosin staining. 1000x, 6,000x",1,11,Neutrophil in circulation | Neutrophil | Barr body | Neutrophils in tissue | Neutrophils | Electron microscopy | Cytoplasmic granules | Nuclear lobes | Golgi | Mitochondria,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/tecido-conjuntivo/tecido-conjuntivo/celulas/cells-23
336,03_tecidos/03_tecido-conjuntivo/02_tecido-conjuntivo/02_celulas/24_cells-24/index.html,página de lâmina,Eosinophil,Tecidos > Tecido Conjuntivo > Tecido Conjuntivo Propriamente Dito > Células > Cells 24,https://digitalhistology.org/tissues/connective/connective-tissue-proper/cells/cells-24/,Eosinophils are granular white blood cells that migrate into connective tissues from the blood stream. They are phagocytic and function in parasitic infections. An eosinophil has intensely eosinophilic granules in its cytoplasm and a bilobed nucleus. 1000x,1,5,Eosinophil in circulation | Bilobed nucleus | Granules | Eosinophils in tissue | Plasma cells,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/tecido-conjuntivo/tecido-conjuntivo/celulas/cells-24
